File, GS Overlap, GS Energy, HF Energy, DMRG2 Energy
Be_STO-3G_SINGLET_JW.json, 0.9999996751926726, -14.40365510806764, -14.351880476202012, -14.403655009993699
Li_STO-3G_DOUBLET_BK.json, 0.8021357664189606, -7.315836552850675, -7.315525981281089, -7.315836551413054
Be_STO-3G_SINGLET_BK.json, 0.0, -14.403655108067642, -14.351880476202012, -14.286622226022843
